Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
18/02/2023,Nice,Reims,0,0,D
18/02/2023,Strasbourg,Angers,2,1,H
19/02/2023,PSG,Lille,4,3,H
19/02/2023,Troyes,Montpellier,0,1,A
19/02/2023,Lorient,Ajaccio,3,0,H
19/02/2023,Brest,Monaco,1,2,A
19/02/2023,Rennes,Clermont,2,0,H
19/02/2023,Lens,Nantes,3,1,H
19/02/2023,Toulouse,Marseille,2,3,A
24/02/2023,Lille,Brest,2,1,H
25/02/2023,Angers,Lyon,1,3,A
25/02/2023,Montpellier,Lens,1,1,D
26/02/2023,Lorient,Auxerre,0,1,A
26/02/2023,Ajaccio,Troyes,2,1,H
26/02/2023,Clermont,Strasbourg,1,1,D
26/02/2023,Nantes,Rennes,0,1,A
26/02/2023,Reims,Toulouse,3,0,H
26/02/2023,Monaco,Nice,0,3,A
26/02/2023,Marseille,PSG,0,3,A
03/03/2023,Nice,Auxerre,1,1,D
04/03/2023,Lens,Lille,1,1,D
04/03/2023,PSG,Nantes,4,2,H
05/03/2023,Troyes,Monaco,2,2,D
05/03/2023,Toulouse,Clermont,0,1,A
05/03/2023,Montpellier,Angers,5,0,H
05/03/2023,Strasbourg,Brest,0,1,A
05/03/2023,Reims,Ajaccio,1,0,H
05/03/2023,Lyon,Lorient,0,0,D
05/03/2023,Rennes,Marseille,0,1,A
10/03/2023,Lille,Lyon,3,3,D
11/03/2023,Auxerre,Rennes,0,0,D
11/03/2023,Brest,PSG,1,2,A
12/03/2023,Clermont,Lens,0,4,A
12/03/2023,Ajaccio,Montpellier,0,1,A
12/03/2023,Lorient,Troyes,2,0,H
12/03/2023,Nantes,Nice,2,2,D
12/03/2023,Angers,Toulouse,0,2,A
12/03/2023,Monaco,Reims,0,1,A
12/03/2023,Marseille,Strasbourg,2,2,D
17/03/2023,Lyon,Nantes,1,1,D
18/03/2023,Toulouse,Lille,0,2,A
18/03/2023,Lens,Angers,3,0,H
19/03/2023,Ajaccio,Monaco,0,2,A
19/03/2023,Troyes,Brest,2,2,D
19/03/2023,Montpellier,Clermont,2,1,H
19/03/2023,Nice,Lorient,1,1,D
19/03/2023,Strasbourg,Auxerre,2,0,H
19/03/2023,PSG,Rennes,0,2,A
19/03/2023,Reims,Marseille,1,2,A
31/03/2023,Marseille,Montpellier,1,1,D
01/04/2023,Auxerre,Troyes,1,0,H
01/04/2023,Rennes,Lens,0,1,A
02/04/2023,Lille,Lorient,3,1,H
02/04/2023,Clermont,Ajaccio,2,1,H
02/04/2023,Nantes,Reims,0,3,A
02/04/2023,Angers,Nice,1,1,D
02/04/2023,Brest,Toulouse,3,1,H
02/04/2023,Monaco,Strasbourg,4,3,H
02/04/2023,PSG,Lyon,0,1,A
07/04/2023,Lens,Strasbourg,2,1,H
08/04/2023,Angers,Lille,1,0,H
08/04/2023,Nice,PSG,0,2,A
09/04/2023,Lyon,Rennes,3,1,H
09/04/2023,Ajaccio,Auxerre,0,3,A
09/04/2023,Troyes,Clermont,0,2,A
09/04/2023,Montpellier,Toulouse,1,2,A
09/04/2023,Reims,Brest,1,1,D
09/04/2023,Nantes,Monaco,2,2,D
09/04/2023,Lorient,Marseille,0,0,D
14/04/2023,Toulouse,Lyon,1,2,A
15/04/2023,Rennes,Reims,3,0,H
15/04/2023,PSG,Lens,3,1,H
16/04/2023,Lille,Montpellier,2,1,H
16/04/2023,Auxerre,Nantes,2,1,H
16/04/2023,Clermont,Angers,2,1,H
16/04/2023,Strasbourg,Ajaccio,3,1,H
16/04/2023,Brest,Nice,1,0,H
16/04/2023,Monaco,Lorient,3,1,H
16/04/2023,Marseille,Troyes,3,1,H
21/04/2023,Angers,PSG,1,2,A
22/04/2023,Auxerre,Lille,1,1,D
22/04/2023,Lens,Monaco,3,0,H
23/04/2023,Reims,Strasbourg,0,2,A
23/04/2023,Ajaccio,Brest,0,0,D
23/04/2023,Lorient,Toulouse,0,1,A
23/04/2023,Nantes,Troyes,2,2,D
23/04/2023,Nice,Clermont,1,2,A
23/04/2023,Montpellier,Rennes,1,0,H
23/04/2023,Lyon,Marseille,1,2,A
28/04/2023,Strasbourg,Lyon,1,2,A
29/04/2023,Lille,Ajaccio,3,0,H
30/04/2023,Monaco,Montpellier,0,4,A
30/04/2023,Clermont,Reims,1,0,H
30/04/2023,Troyes,Nice,0,1,A
30/04/2023,Rennes,Angers,4,2,H
30/04/2023,PSG,Lorient,1,3,A
30/04/2023,Marseille,Auxerre,2,1,H
02/05/2023,Toulouse,Lens,0,1,A
03/05/2023,Brest,Nantes,2,0,H
06/05/2023,Nice,Rennes,2,1,H
06/05/2023,Reims,Lille,1,0,H
06/05/2023,Lens,Marseille,2,1,H
07/05/2023,Angers,Monaco,1,2,A
07/05/2023,Ajaccio,Toulouse,0,0,D
07/05/2023,Auxerre,Clermont,1,1,D
07/05/2023,Lorient,Brest,2,1,H
07/05/2023,Nantes,Strasbourg,0,2,A
07/05/2023,Lyon,Montpellier,5,4,H
07/05/2023,Troyes,PSG,1,3,A
12/05/2023,Lens,Reims,2,1,H
13/05/2023,Strasbourg,Nice,2,0,H
13/05/2023,PSG,Ajaccio,5,0,H
14/05/2023,Clermont,Lyon,2,1,H
14/05/2023,Montpellier,Lorient,1,1,D
14/05/2023,Brest,Auxerre,1,0,H
14/05/2023,Rennes,Troyes,4,0,H
14/05/2023,Toulouse,Nantes,0,0,D
14/05/2023,Monaco,Lille,0,0,D
14/05/2023,Marseille,Angers,3,1,H
19/05/2023,Lyon,Monaco,3,1,H
20/05/2023,Nantes,Montpellier,0,3,A
20/05/2023,Lille,Marseille,2,1,H
21/05/2023,Ajaccio,Rennes,0,5,A
21/05/2023,Troyes,Strasbourg,1,1,D
21/05/2023,Nice,Toulouse,0,0,D
21/05/2023,Brest,Clermont,2,1,H
21/05/2023,Reims,Angers,2,2,D
21/05/2023,Lorient,Lens,1,3,A
21/05/2023,Auxerre,PSG,1,2,A
27/05/2023,Clermont,Lorient,2,0,H
27/05/2023,Toulouse,Auxerre,1,1,D
27/05/2023,Montpellier,Nice,2,3,A
27/05/2023,Marseille,Brest,1,2,A
27/05/2023,Lyon,Reims,3,0,H
27/05/2023,Lille,Nantes,2,1,H
27/05/2023,Strasbourg,PSG,1,1,D
27/05/2023,Lens,Ajaccio,3,0,H
27/05/2023,Angers,Troyes,2,1,H
27/05/2023,Rennes,Monaco,2,0,H
03/06/2023,Ajaccio,Marseille,1,0,H
03/06/2023,Auxerre,Lens,1,3,A
03/06/2023,Monaco,Toulouse,1,2,A
03/06/2023,Troyes,Lille,1,1,D
03/06/2023,Lorient,Strasbourg,2,1,H
03/06/2023,Nantes,Angers,1,0,H
03/06/2023,Nice,Lyon,3,1,H
03/06/2023,PSG,Clermont,2,3,A
03/06/2023,Brest,Rennes,1,2,A
03/06/2023,Reims,Montpellier,1,3,A
11/08/2023,Nice,Lille,1,1,D
12/08/2023,Marseille,Reims,2,1,H
12/08/2023,PSG,Lorient,0,0,D
13/08/2023,Brest,Lens,3,2,H
13/08/2023,Clermont,Monaco,2,4,A
13/08/2023,Nantes,Toulouse,1,2,A
13/08/2023,Montpellier,Le Havre,2,2,D
13/08/2023,Rennes,Metz,5,1,H
13/08/2023,Strasbourg,Lyon,2,1,H
18/08/2023,Metz,Marseille,2,2,D
19/08/2023,Lyon,Montpellier,1,4,A
19/08/2023,Toulouse,PSG,1,1,D
20/08/2023,Lille,Nantes,2,0,H
20/08/2023,Le Havre,Brest,1,2,A
20/08/2023,Lorient,Nice,1,1,D
20/08/2023,Reims,Clermont,2,0,H
20/08/2023,Monaco,Strasbourg,3,0,H
20/08/2023,Lens,Rennes,1,1,D
25/08/2023,Nantes,Monaco,3,3,D
26/08/2023,Marseille,Brest,2,0,H
26/08/2023,PSG,Lens,3,1,H
27/08/2023,Rennes,Le Havre,2,2,D
27/08/2023,Clermont,Metz,0,1,A
27/08/2023,Montpellier,Reims,1,3,A
27/08/2023,Strasbourg,Toulouse,2,0,H
27/08/2023,Lorient,Lille,4,1,H
27/08/2023,Nice,Lyon,0,0,D
01/09/2023,Nantes,Marseille,1,1,D
02/09/2023,Brest,Rennes,0,0,D
02/09/2023,Monaco,Lens,3,0,H
03/09/2023,Toulouse,Clermont,2,2,D
03/09/2023,Le Havre,Lorient,3,0,H
03/09/2023,Metz,Reims,2,2,D
03/09/2023,Lille,Montpellier,1,0,H
03/09/2023,Nice,Strasbourg,2,0,H
03/09/2023,Lyon,PSG,1,4,A
15/09/2023,PSG,Nice,2,3,A
16/09/2023,Rennes,Lille,2,2,D
16/09/2023,Lens,Metz,0,1,A
17/09/2023,Lorient,Monaco,2,2,D
17/09/2023,Clermont,Nantes,0,1,A
17/09/2023,Strasbourg,Montpellier,2,2,D
17/09/2023,Reims,Brest,1,2,A
17/09/2023,Marseille,Toulouse,0,0,D
17/09/2023,Lyon,Le Havre,0,0,D
22/09/2023,Monaco,Nice,0,1,A
23/09/2023,Nantes,Lorient,5,3,H
23/09/2023,Brest,Lyon,1,0,H
24/09/2023,Metz,Strasbourg,0,1,A
24/09/2023,Le Havre,Clermont,2,1,H
24/09/2023,Lens,Toulouse,2,1,H
24/09/2023,Montpellier,Rennes,0,0,D
24/09/2023,PSG,Marseille,4,0,H
26/09/2023,Lille,Reims,1,2,A
29/09/2023,Strasbourg,Lens,0,1,A
30/09/2023,Clermont,PSG,0,0,D
30/09/2023,Monaco,Marseille,3,2,H
01/10/2023,Reims,Lyon,2,0,H
01/10/2023,Le Havre,Lille,0,2,A
01/10/2023,Toulouse,Metz,3,0,H
01/10/2023,Nice,Brest,0,0,D
01/10/2023,Lorient,Montpellier,0,3,A
01/10/2023,Rennes,Nantes,3,1,H
06/10/2023,Strasbourg,Nantes,1,2,A
07/10/2023,Metz,Nice,0,1,A
07/10/2023,Reims,Monaco,1,3,A
08/10/2023,Marseille,Le Havre,3,0,H
08/10/2023,Lyon,Lorient,3,3,D
08/10/2023,Brest,Toulouse,1,1,D
08/10/2023,Lens,Lille,1,1,D
08/10/2023,Rennes,PSG,1,3,A
20/10/2023,Le Havre,Lens,0,0,D
21/10/2023,PSG,Strasbourg,3,0,H
21/10/2023,Nice,Marseille,1,0,H
22/10/2023,Lorient,Rennes,2,1,H
22/10/2023,Nantes,Montpellier,2,0,H
22/10/2023,Toulouse,Reims,1,1,D
22/10/2023,Lille,Brest,1,0,H
22/10/2023,Monaco,Metz,2,1,H
22/10/2023,Lyon,Clermont,1,2,A
27/10/2023,Clermont,Nice,0,1,A
28/10/2023,Reims,Lorient,1,0,H
28/10/2023,Lens,Nantes,4,0,H
29/10/2023,Brest,PSG,2,3,A
29/10/2023,Metz,Le Havre,0,0,D
29/10/2023,Montpellier,Toulouse,3,0,H
29/10/2023,Lille,Monaco,2,0,H
29/10/2023,Rennes,Strasbourg,1,1,D
03/11/2023,PSG,Montpellier,3,0,H
04/11/2023,Lorient,Lens,0,0,D
04/11/2023,Marseille,Lille,0,0,D
05/11/2023,Lyon,Metz,1,1,D
05/11/2023,Nantes,Reims,0,1,A
05/11/2023,Toulouse,Le Havre,1,2,A
05/11/2023,Strasbourg,Clermont,0,0,D
05/11/2023,Monaco,Brest,2,0,H
05/11/2023,Nice,Rennes,2,0,H
10/11/2023,Montpellier,Nice,0,0,D
11/11/2023,Reims,PSG,0,3,A
11/11/2023,Le Havre,Monaco,0,0,D
12/11/2023,Clermont,Lorient,1,0,H
12/11/2023,Metz,Nantes,3,1,H
12/11/2023,Lille,Toulouse,1,1,D
12/11/2023,Rennes,Lyon,0,1,A
12/11/2023,Lens,Marseille,1,0,H
24/11/2023,PSG,Monaco,5,2,H
25/11/2023,Clermont,Lens,0,3,A
25/11/2023,Strasbourg,Marseille,1,1,D
26/11/2023,Nice,Toulouse,1,0,H
26/11/2023,Lorient,Metz,2,3,A
26/11/2023,Nantes,Le Havre,0,0,D
26/11/2023,Montpellier,Brest,1,3,A
26/11/2023,Rennes,Reims,3,1,H
26/11/2023,Lyon,Lille,0,2,A
29/11/2023,Montpellier,Clermont,1,1,D
01/12/2023,Reims,Strasbourg,2,1,H
02/12/2023,Lens,Lyon,3,2,H
02/12/2023,Nantes,Nice,1,0,H
03/12/2023,Le Havre,PSG,0,2,A
03/12/2023,Monaco,Montpellier,2,0,H
03/12/2023,Toulouse,Lorient,1,1,D
03/12/2023,Brest,Clermont,3,0,H
03/12/2023,Lille,Metz,2,0,H
03/12/2023,Marseille,Rennes,2,0,H
06/12/2023,Marseille,Lyon,3,0,H
07/12/2023,Brest,Strasbourg,1,1,D
08/12/2023,Montpellier,Lens,0,0,D
09/12/2023,Rennes,Monaco,1,2,A
09/12/2023,PSG,Nantes,2,1,H
10/12/2023,Nice,Reims,2,1,H
10/12/2023,Clermont,Lille,0,0,D
10/12/2023,Metz,Brest,0,1,A
10/12/2023,Strasbourg,Le Havre,2,1,H
10/12/2023,Lyon,Toulouse,3,0,H
10/12/2023,Lorient,Marseille,2,4,A
15/12/2023,Monaco,Lyon,0,1,A
16/12/2023,Le Havre,Nice,3,1,H
16/12/2023,Lens,Reims,2,0,H
17/12/2023,Nantes,Brest,0,2,A
17/12/2023,Lorient,Strasbourg,1,2,A
17/12/2023,Metz,Montpellier,0,1,A
17/12/2023,Toulouse,Rennes,0,0,D
17/12/2023,Marseille,Clermont,2,1,H
17/12/2023,Lille,PSG,1,1,D
20/12/2023,Clermont,Rennes,1,3,A
20/12/2023,Toulouse,Monaco,1,2,A
20/12/2023,Montpellier,Marseille,1,1,D
20/12/2023,Nice,Lens,2,0,H
20/12/2023,Lyon,Nantes,1,0,H
20/12/2023,PSG,Metz,3,1,H
20/12/2023,Strasbourg,Lille,2,1,H
20/12/2023,Brest,Lorient,4,0,H
20/12/2023,Reims,Le Havre,1,0,H
12/01/2024,Marseille,Strasbourg,1,1,D
13/01/2024,Monaco,Reims,1,3,A
13/01/2024,Rennes,Nice,2,0,H
14/01/2024,Lille,Lorient,3,0,H
14/01/2024,Metz,Toulouse,0,1,A
14/01/2024,Nantes,Clermont,1,2,A
14/01/2024,Brest,Montpellier,2,0,H
14/01/2024,Le Havre,Lyon,3,1,H
14/01/2024,Lens,PSG,0,2,A
26/01/2024,Lyon,Rennes,2,3,A
27/01/2024,Nice,Metz,1,0,H
27/01/2024,Marseille,Monaco,2,2,D
28/01/2024,Montpellier,Lille,0,0,D
28/01/2024,Clermont,Strasbourg,1,1,D
28/01/2024,Lorient,Le Havre,3,3,D
28/01/2024,Reims,Nantes,0,0,D
28/01/2024,Toulouse,Lens,0,2,A
28/01/2024,PSG,Brest,2,2,D
02/02/2024,Strasbourg,PSG,1,2,A
03/02/2024,Rennes,Montpellier,2,1,H
03/02/2024,Nantes,Lens,0,1,A
04/02/2024,Monaco,Le Havre,1,1,D
04/02/2024,Lille,Clermont,4,0,H
04/02/2024,Reims,Toulouse,2,3,A
04/02/2024,Metz,Lorient,1,2,A
04/02/2024,Brest,Nice,0,0,D
04/02/2024,Lyon,Marseille,1,0,H
09/02/2024,Marseille,Metz,1,1,D
10/02/2024,Lens,Strasbourg,3,1,H
10/02/2024,PSG,Lille,3,1,H
11/02/2024,Le Havre,Rennes,0,1,A
11/02/2024,Clermont,Brest,1,1,D
11/02/2024,Lorient,Reims,2,0,H
11/02/2024,Toulouse,Nantes,1,2,A
11/02/2024,Montpellier,Lyon,1,2,A
11/02/2024,Nice,Monaco,2,3,A
16/02/2024,Lyon,Nice,1,0,H
17/02/2024,Lille,Le Havre,3,0,H
17/02/2024,Nantes,PSG,0,2,A
18/02/2024,Strasbourg,Lorient,1,3,A
18/02/2024,Monaco,Toulouse,1,2,A
18/02/2024,Montpellier,Metz,3,0,H
18/02/2024,Rennes,Clermont,3,1,H
18/02/2024,Reims,Lens,1,1,D
18/02/2024,Brest,Marseille,1,0,H
23/02/2024,Metz,Lyon,1,2,A
24/02/2024,Lorient,Nantes,0,1,A
24/02/2024,Strasbourg,Brest,0,3,A
25/02/2024,Lens,Monaco,2,3,A
25/02/2024,Le Havre,Reims,1,2,A
25/02/2024,Toulouse,Lille,3,1,H
25/02/2024,Nice,Clermont,0,0,D
25/02/2024,PSG,Rennes,1,1,D
25/02/2024,Marseille,Montpellier,4,1,H
01/03/2024,Monaco,PSG,0,0,D
02/03/2024,Reims,Lille,0,1,A
02/03/2024,Clermont,Marseille,1,5,A
03/03/2024,Toulouse,Nice,2,1,H
03/03/2024,Nantes,Metz,0,2,A
03/03/2024,Montpellier,Strasbourg,2,2,D
03/03/2024,Brest,Le Havre,1,0,H
03/03/2024,Rennes,Lorient,1,2,A
03/03/2024,Lyon,Lens,0,3,A
08/03/2024,Nice,Montpellier,1,2,A
09/03/2024,Lorient,Lyon,0,2,A
09/03/2024,Lens,Brest,1,0,H
10/03/2024,PSG,Reims,2,2,D
10/03/2024,Le Havre,Toulouse,1,0,H
10/03/2024,Metz,Clermont,1,0,H
10/03/2024,Strasbourg,Monaco,0,1,A
10/03/2024,Lille,Rennes,2,2,D
10/03/2024,Marseille,Nantes,2,0,H
15/03/2024,Toulouse,Lyon,2,3,A
16/03/2024,Nantes,Strasbourg,1,3,A
16/03/2024,Lens,Nice,1,3,A
17/03/2024,Brest,Lille,1,1,D
17/03/2024,Monaco,Lorient,2,2,D
17/03/2024,Clermont,Le Havre,2,1,H
17/03/2024,Reims,Metz,2,1,H
17/03/2024,Rennes,Marseille,2,0,H
17/03/2024,Montpellier,PSG,2,6,A
29/03/2024,Lille,Lens,2,1,H
30/03/2024,Metz,Monaco,2,5,A
30/03/2024,Lyon,Reims,1,1,D
31/03/2024,Lorient,Brest,0,1,A
31/03/2024,Le Havre,Montpellier,0,2,A
31/03/2024,Clermont,Toulouse,0,3,A
31/03/2024,Nice,Nantes,1,2,A
31/03/2024,Strasbourg,Rennes,2,0,H
31/03/2024,Marseille,PSG,0,2,A
05/04/2024,Lille,Marseille,3,1,H
06/04/2024,Lens,Le Havre,1,1,D
06/04/2024,PSG,Clermont,1,1,D
07/04/2024,Brest,Metz,4,3,H
07/04/2024,Toulouse,Strasbourg,0,0,D
07/04/2024,Montpellier,Lorient,2,0,H
07/04/2024,Reims,Nice,0,0,D
07/04/2024,Monaco,Rennes,1,0,H
07/04/2024,Nantes,Lyon,1,3,A
12/04/2024,Metz,Lens,2,1,H
13/04/2024,Strasbourg,Reims,3,1,H
13/04/2024,Rennes,Toulouse,1,2,A
14/04/2024,Le Havre,Nantes,0,1,A
14/04/2024,Clermont,Montpellier,1,1,D
14/04/2024,Lyon,Brest,4,3,H
19/04/2024,Nice,Lorient,3,0,H
20/04/2024,Nantes,Rennes,0,3,A
20/04/2024,Lens,Clermont,1,0,H
21/04/2024,Le Havre,Metz,0,1,A
21/04/2024,Lille,Strasbourg,1,0,H
21/04/2024,Reims,Montpellier,1,2,A
21/04/2024,Brest,Monaco,0,2,A
21/04/2024,Toulouse,Marseille,2,2,D
21/04/2024,PSG,Lyon,4,1,H
24/04/2024,Lorient,PSG,1,4,A
24/04/2024,Monaco,Lille,1,0,H
24/04/2024,Marseille,Nice,2,2,D
26/04/2024,Montpellier,Nantes,1,1,D
27/04/2024,PSG,Le Havre,3,3,D
28/04/2024,Metz,Lille,1,2,A
28/04/2024,Clermont,Reims,4,1,H
28/04/2024,Lorient,Toulouse,1,2,A
28/04/2024,Strasbourg,Nice,1,3,A
28/04/2024,Rennes,Brest,4,5,A
28/04/2024,Lyon,Monaco,3,2,H
28/04/2024,Marseille,Lens,2,1,H
03/05/2024,Toulouse,Montpellier,1,2,A
03/05/2024,Lens,Lorient,2,0,H
04/05/2024,Le Havre,Strasbourg,3,1,H
04/05/2024,Monaco,Clermont,4,1,H
04/05/2024,Metz,Rennes,2,3,A
04/05/2024,Brest,Nantes,0,0,D
06/05/2024,Lille,Lyon,3,4,A
10/05/2024,Nice,Le Havre,1,0,H
10/05/2024,Brest,Reims,1,1,D
12/05/2024,Clermont,Lyon,0,1,A
12/05/2024,Nantes,Lille,1,2,A
12/05/2024,Montpellier,Monaco,0,2,A
12/05/2024,Marseille,Lorient,3,1,H
12/05/2024,PSG,Toulouse,1,3,A
12/05/2024,Strasbourg,Metz,2,1,H
12/05/2024,Rennes,Lens,1,1,D
15/05/2024,Nice,PSG,1,2,A
15/05/2024,Reims,Marseille,1,0,H
19/05/2024,Le Havre,Marseille,1,2,A
19/05/2024,Monaco,Nantes,4,0,H
19/05/2024,Lorient,Clermont,5,0,H
19/05/2024,Metz,PSG,0,2,A
19/05/2024,Toulouse,Brest,0,3,A
19/05/2024,Lyon,Strasbourg,2,1,H
19/05/2024,Lille,Nice,2,2,D
19/05/2024,Lens,Montpellier,2,2,D
19/05/2024,Reims,Rennes,2,1,H
16/08/2024,Le Havre,PSG,1,4,A
17/08/2024,Brest,Marseille,1,5,A
17/08/2024,Reims,Lille,0,2,A
17/08/2024,Monaco,Saint-Etienne,1,0,H
18/08/2024,Auxerre,Nice,2,1,H
18/08/2024,Montpellier,Strasbourg,1,1,D
18/08/2024,Toulouse,Nantes,0,0,D
18/08/2024,Angers,Lens,0,1,A
18/08/2024,Rennes,Lyon,3,0,H
23/08/2024,PSG,Montpellier,6,0,H
24/08/2024,Lyon,Monaco,0,2,A
24/08/2024,Lille,Angers,2,0,H
24/08/2024,Saint-Etienne,Le Havre,0,2,A
25/08/2024,Lens,Brest,2,0,H
25/08/2024,Strasbourg,Rennes,3,1,H
25/08/2024,Nantes,Auxerre,2,0,H
25/08/2024,Nice,Toulouse,1,1,D
25/08/2024,Marseille,Reims,2,2,D
30/08/2024,Lyon,Strasbourg,4,3,H
31/08/2024,Brest,Saint-Etienne,4,0,H
31/08/2024,Montpellier,Nantes,1,3,A
31/08/2024,Toulouse,Marseille,1,3,A
01/09/2024,Monaco,Lens,1,1,D
01/09/2024,Angers,Nice,1,4,A
01/09/2024,Le Havre,Auxerre,3,1,H
01/09/2024,Reims,Rennes,2,1,H
01/09/2024,Lille,PSG,1,3,A
13/09/2024,Saint-Etienne,Lille,1,0,H
14/09/2024,Marseille,Nice,2,0,H
14/09/2024,Auxerre,Monaco,0,3,A
14/09/2024,PSG,Brest,3,1,H
15/09/2024,Rennes,Montpellier,3,0,H
15/09/2024,Nantes,Reims,1,2,A
15/09/2024,Toulouse,Le Havre,2,0,H
15/09/2024,Strasbourg,Angers,1,1,D
15/09/2024,Lens,Lyon,0,0,D
20/09/2024,Nice,Saint-Etienne,8,0,H
21/09/2024,Lille,Strasbourg,3,3,D
21/09/2024,Rennes,Lens,1,1,D
21/09/2024,Reims,PSG,1,1,D
22/09/2024,Monaco,Le Havre,3,1,H
22/09/2024,Brest,Toulouse,2,0,H
22/09/2024,Angers,Nantes,1,1,D
22/09/2024,Montpellier,Auxerre,3,2,H
22/09/2024,Lyon,Marseille,2,3,A
27/09/2024,Auxerre,Brest,3,0,H
27/09/2024,PSG,Rennes,3,1,H
28/09/2024,Lens,Nice,0,0,D
28/09/2024,Le Havre,Lille,0,3,A
28/09/2024,Monaco,Montpellier,2,1,H
29/09/2024,Toulouse,Lyon,1,2,A
29/09/2024,Nantes,Saint-Etienne,2,2,D
29/09/2024,Angers,Reims,1,3,A
29/09/2024,Strasbourg,Marseille,1,0,H
04/10/2024,Marseille,Angers,1,1,D
05/10/2024,Saint-Etienne,Auxerre,3,1,H
05/10/2024,Lille,Toulouse,2,1,H
05/10/2024,Rennes,Monaco,1,2,A
06/10/2024,Lyon,Nantes,2,0,H
06/10/2024,Brest,Le Havre,2,0,H
06/10/2024,Strasbourg,Lens,2,2,D
06/10/2024,Reims,Montpellier,4,2,H
06/10/2024,Nice,PSG,1,1,D
18/10/2024,Monaco,Lille,0,0,D
19/10/2024,Brest,Rennes,1,1,D
19/10/2024,Saint-Etienne,Lens,0,2,A
19/10/2024,PSG,Strasbourg,4,2,H
20/10/2024,Le Havre,Lyon,0,4,A
20/10/2024,Auxerre,Reims,2,1,H
20/10/2024,Toulouse,Angers,1,1,D
20/10/2024,Nantes,Nice,1,1,D
20/10/2024,Montpellier,Marseille,0,5,A
25/10/2024,Rennes,Le Havre,1,0,H
26/10/2024,Angers,Saint-Etienne,4,2,H
26/10/2024,Reims,Brest,1,2,A
26/10/2024,Lens,Lille,0,2,A
27/10/2024,Lyon,Auxerre,2,2,D
27/10/2024,Nice,Monaco,2,1,H
27/10/2024,Montpellier,Toulouse,0,3,A
27/10/2024,Strasbourg,Nantes,3,1,H
27/10/2024,Marseille,PSG,0,3,A
01/11/2024,Monaco,Angers,0,1,A
01/11/2024,Lille,Lyon,1,1,D
02/11/2024,PSG,Lens,1,0,H
02/11/2024,Brest,Nice,0,1,A
02/11/2024,Saint-Etienne,Strasbourg,2,0,H
03/11/2024,Toulouse,Reims,1,0,H
03/11/2024,Auxerre,Rennes,4,0,H
03/11/2024,Le Havre,Montpellier,1,0,H
03/11/2024,Nantes,Marseille,1,2,A
08/11/2024,Marseille,Auxerre,1,3,A
09/11/2024,Strasbourg,Monaco,1,3,A
09/11/2024,Lens,Nantes,3,2,H
09/11/2024,Angers,PSG,2,4,A
10/11/2024,Nice,Lille,2,2,D
10/11/2024,Montpellier,Brest,3,1,H
10/11/2024,Le Havre,Reims,0,3,A
10/11/2024,Rennes,Toulouse,0,2,A
10/11/2024,Lyon,Saint-Etienne,1,0,H
22/11/2024,Monaco,Brest,3,2,H
22/11/2024,PSG,Toulouse,3,0,H
23/11/2024,Lens,Marseille,1,3,A
23/11/2024,Saint-Etienne,Montpellier,1,0,H
23/11/2024,Reims,Lyon,1,1,D
24/11/2024,Lille,Rennes,1,0,H
24/11/2024,Nantes,Le Havre,0,2,A
24/11/2024,Auxerre,Angers,1,0,H
24/11/2024,Nice,Strasbourg,2,1,H
29/11/2024,Reims,Lens,0,2,A
30/11/2024,Rennes,Saint-Etienne,5,0,H
30/11/2024,Brest,Strasbourg,3,1,H
30/11/2024,PSG,Nantes,1,1,D
01/12/2024,Montpellier,Lille,2,2,D
01/12/2024,Le Havre,Angers,0,1,A
01/12/2024,Toulouse,Auxerre,2,0,H
01/12/2024,Lyon,Nice,4,1,H
01/12/2024,Marseille,Monaco,2,1,H
06/12/2024,Lille,Brest,3,1,H
06/12/2024,Auxerre,PSG,0,0,D
07/12/2024,Monaco,Toulouse,2,0,H
07/12/2024,Nice,Le Havre,2,1,H
07/12/2024,Angers,Lyon,0,3,A
08/12/2024,Lens,Montpellier,2,0,H
08/12/2024,Strasbourg,Reims,0,0,D
08/12/2024,Nantes,Rennes,1,0,H
08/12/2024,Saint-Etienne,Marseille,0,2,A
13/12/2024,Toulouse,Saint-Etienne,2,1,H
14/12/2024,Marseille,Lille,1,1,D
14/12/2024,Auxerre,Lens,2,2,D
14/12/2024,Reims,Monaco,0,0,D
15/12/2024,Montpellier,Nice,2,2,D
15/12/2024,Rennes,Angers,2,0,H
15/12/2024,Le Havre,Strasbourg,0,3,A
15/12/2024,Brest,Nantes,4,1,H
15/12/2024,PSG,Lyon,3,1,H
18/12/2024,Monaco,PSG,2,4,A
03/01/2025,Nice,Rennes,3,2,H
04/01/2025,Saint-Etienne,Reims,3,1,H
04/01/2025,Lille,Nantes,1,1,D
04/01/2025,Lyon,Montpellier,1,0,H
05/01/2025,Lens,Toulouse,0,1,A
05/01/2025,Angers,Brest,2,0,H
05/01/2025,Strasbourg,Auxerre,3,1,H
05/01/2025,Marseille,Le Havre,5,1,H
10/01/2025,Nantes,Monaco,2,2,D
10/01/2025,Auxerre,Lille,0,0,D
11/01/2025,Brest,Lyon,2,1,H
11/01/2025,Reims,Nice,2,4,A
11/01/2025,Rennes,Marseille,1,2,A
12/01/2025,Le Havre,Lens,1,2,A
12/01/2025,Toulouse,Strasbourg,1,2,A
12/01/2025,Montpellier,Angers,1,3,A
12/01/2025,PSG,Saint-Etienne,2,1,H
