Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
25/04/2019,Sevilla,Rayo Vallecano,5,0,H
25/04/2019,Real Sociedad,Villarreal,0,1,A
25/04/2019,Getafe,Real Madrid,0,0,D
27/04/2019,Athletic Bilbao,Alaves,1,1,D
27/04/2019,Atletico Madrid,Valladolid,1,0,H
27/04/2019,Leganes,Celta Vigo,0,0,D
27/04/2019,Barcelona,Levante,1,0,H
28/04/2019,Valencia,Eibar,0,1,A
28/04/2019,Girona,Sevilla,1,0,H
28/04/2019,Real Sociedad,Getafe,2,1,H
28/04/2019,Villarreal,Huesca,1,1,D
28/04/2019,Rayo Vallecano,Real Madrid,1,0,H
29/04/2019,Real Betis,Espanyol,1,1,D
03/05/2019,Sevilla,Leganes,0,3,A
04/05/2019,Levante,Rayo Vallecano,4,1,H
04/05/2019,Espanyol,Atletico Madrid,3,0,H
04/05/2019,Alaves,Real Sociedad,0,1,A
04/05/2019,Celta Vigo,Barcelona,2,0,H
05/05/2019,Getafe,Girona,2,0,H
05/05/2019,Eibar,Real Betis,1,0,H
05/05/2019,Real Madrid,Villarreal,3,2,H
05/05/2019,Valladolid,Athletic Bilbao,1,0,H
05/05/2019,Huesca,Valencia,2,6,A
12/05/2019,Athletic Bilbao,Celta Vigo,3,1,H
12/05/2019,Atletico Madrid,Sevilla,1,1,D
12/05/2019,Barcelona,Getafe,2,0,H
12/05/2019,Real Betis,Huesca,2,1,H
12/05/2019,Girona,Levante,1,2,A
12/05/2019,Rayo Vallecano,Valladolid,1,2,A
12/05/2019,Valencia,Alaves,3,1,H
12/05/2019,Villarreal,Eibar,1,0,H
12/05/2019,Leganes,Espanyol,0,2,A
12/05/2019,Real Sociedad,Real Madrid,3,1,H
18/05/2019,Levante,Atletico Madrid,2,2,D
18/05/2019,Espanyol,Real Sociedad,2,0,H
18/05/2019,Getafe,Villarreal,2,2,D
18/05/2019,Sevilla,Athletic Bilbao,2,0,H
18/05/2019,Valladolid,Valencia,0,2,A
18/05/2019,Alaves,Girona,2,1,H
18/05/2019,Celta Vigo,Rayo Vallecano,2,2,D
18/05/2019,Huesca,Leganes,2,1,H
19/05/2019,Real Madrid,Real Betis,0,2,A
19/05/2019,Eibar,Barcelona,2,2,D
16/08/2019,Athletic Bilbao,Barcelona,1,0,H
17/08/2019,Celta Vigo,Real Madrid,1,3,A
17/08/2019,Valencia,Real Sociedad,1,1,D
17/08/2019,Mallorca,Eibar,2,1,H
17/08/2019,Leganes,Osasuna,0,1,A
17/08/2019,Villarreal,Granada,4,4,D
18/08/2019,Alaves,Levante,1,0,H
18/08/2019,Espanyol,Sevilla,0,2,A
18/08/2019,Real Betis,Valladolid,1,2,A
18/08/2019,Atletico Madrid,Getafe,1,0,H
23/08/2019,Granada,Sevilla,0,1,A
23/08/2019,Levante,Villarreal,2,1,H
24/08/2019,Osasuna,Eibar,0,0,D
24/08/2019,Real Madrid,Valladolid,1,1,D
24/08/2019,Celta Vigo,Valencia,1,0,H
24/08/2019,Getafe,Athletic Bilbao,1,1,D
25/08/2019,Alaves,Espanyol,0,0,D
25/08/2019,Mallorca,Real Sociedad,0,1,A
25/08/2019,Leganes,Atletico Madrid,0,1,A
25/08/2019,Barcelona,Real Betis,5,2,H
30/08/2019,Sevilla,Celta Vigo,1,1,D
30/08/2019,Athletic Bilbao,Real Sociedad,2,0,H
31/08/2019,Osasuna,Barcelona,2,2,D
31/08/2019,Getafe,Alaves,1,1,D
31/08/2019,Levante,Valladolid,2,0,H
31/08/2019,Real Betis,Leganes,2,1,H
01/09/2019,Valencia,Mallorca,2,0,H
01/09/2019,Atletico Madrid,Eibar,3,2,H
01/09/2019,Espanyol,Granada,0,3,A
01/09/2019,Villarreal,Real Madrid,2,2,D
13/09/2019,Mallorca,Athletic Bilbao,0,0,D
14/09/2019,Real Madrid,Levante,3,2,H
14/09/2019,Leganes,Villarreal,0,3,A
14/09/2019,Real Sociedad,Atletico Madrid,2,0,H
14/09/2019,Barcelona,Valencia,5,2,H
15/09/2019,Eibar,Espanyol,1,2,A
15/09/2019,Alaves,Sevilla,0,1,A
15/09/2019,Celta Vigo,Granada,0,2,A
15/09/2019,Valladolid,Osasuna,1,1,D
15/09/2019,Real Betis,Getafe,1,1,D
20/09/2019,Osasuna,Real Betis,0,0,D
21/09/2019,Villarreal,Valladolid,2,0,H
21/09/2019,Levante,Eibar,0,0,D
21/09/2019,Atletico Madrid,Celta Vigo,0,0,D
21/09/2019,Granada,Barcelona,2,0,H
22/09/2019,Getafe,Mallorca,4,2,H
22/09/2019,Espanyol,Real Sociedad,1,3,A
22/09/2019,Valencia,Leganes,1,1,D
22/09/2019,Athletic Bilbao,Alaves,2,0,H
22/09/2019,Sevilla,Real Madrid,0,1,A
24/09/2019,Valladolid,Granada,1,1,D
24/09/2019,Real Betis,Levante,3,1,H
24/09/2019,Barcelona,Villarreal,2,1,H
25/09/2019,Leganes,Athletic Bilbao,1,1,D
25/09/2019,Mallorca,Atletico Madrid,0,2,A
25/09/2019,Valencia,Getafe,3,3,D
25/09/2019,Real Madrid,Osasuna,2,0,H
26/09/2019,Eibar,Sevilla,3,2,H
26/09/2019,Celta Vigo,Espanyol,1,1,D
26/09/2019,Real Sociedad,Alaves,3,0,H
27/09/2019,Villarreal,Real Betis,5,1,H
28/09/2019,Athletic Bilbao,Valencia,0,1,A
28/09/2019,Getafe,Barcelona,0,2,A
28/09/2019,Granada,Leganes,1,0,H
28/09/2019,Atletico Madrid,Real Madrid,0,0,D
29/09/2019,Espanyol,Valladolid,0,2,A
29/09/2019,Eibar,Celta Vigo,2,0,H
29/09/2019,Alaves,Mallorca,2,0,H
29/09/2019,Levante,Osasuna,1,1,D
29/09/2019,Sevilla,Real Sociedad,3,2,H
04/10/2019,Real Betis,Eibar,1,1,D
05/10/2019,Leganes,Levante,1,2,A
05/10/2019,Real Madrid,Granada,4,2,H
05/10/2019,Valencia,Alaves,2,1,H
05/10/2019,Osasuna,Villarreal,2,1,H
06/10/2019,Mallorca,Espanyol,2,0,H
06/10/2019,Celta Vigo,Athletic Bilbao,1,0,H
06/10/2019,Valladolid,Atletico Madrid,0,0,D
06/10/2019,Real Sociedad,Getafe,1,2,A
06/10/2019,Barcelona,Sevilla,4,0,H
18/10/2019,Granada,Osasuna,1,0,H
19/10/2019,Eibar,Barcelona,0,3,A
19/10/2019,Atletico Madrid,Valencia,1,1,D
19/10/2019,Getafe,Leganes,2,0,H
19/10/2019,Mallorca,Real Madrid,1,0,H
20/10/2019,Alaves,Celta Vigo,2,0,H
20/10/2019,Real Sociedad,Real Betis,3,1,H
20/10/2019,Espanyol,Villarreal,0,1,A
20/10/2019,Athletic Bilbao,Valladolid,1,1,D
20/10/2019,Sevilla,Levante,1,0,H
25/10/2019,Villarreal,Alaves,4,1,H
26/10/2019,Leganes,Mallorca,1,0,H
26/10/2019,Valladolid,Eibar,2,0,H
26/10/2019,Atletico Madrid,Athletic Bilbao,2,0,H
27/10/2019,Celta Vigo,Real Sociedad,0,1,A
27/10/2019,Granada,Real Betis,1,0,H
27/10/2019,Levante,Espanyol,0,1,A
27/10/2019,Sevilla,Getafe,2,0,H
27/10/2019,Osasuna,Valencia,3,1,H
18/12/2019,Barcelona,Real Madrid,0,0,D
29/10/2019,Alaves,Atletico Madrid,1,1,D
29/10/2019,Barcelona,Valladolid,5,1,H
30/10/2019,Real Sociedad,Levante,1,2,A
30/10/2019,Valencia,Sevilla,1,1,D
30/10/2019,Athletic Bilbao,Espanyol,3,0,H
30/10/2019,Real Betis,Celta Vigo,2,1,H
30/10/2019,Real Madrid,Leganes,5,0,H
31/10/2019,Eibar,Villarreal,2,1,H
31/10/2019,Mallorca,Osasuna,2,2,D
31/10/2019,Getafe,Granada,3,1,H
02/11/2019,Espanyol,Valencia,1,2,A
02/11/2019,Levante,Barcelona,3,1,H
02/11/2019,Sevilla,Atletico Madrid,1,1,D
02/11/2019,Real Madrid,Real Betis,0,0,D
03/11/2019,Valladolid,Mallorca,3,0,H
03/11/2019,Villarreal,Athletic Bilbao,0,0,D
03/11/2019,Osasuna,Alaves,4,2,H
03/11/2019,Celta Vigo,Getafe,0,1,A
03/11/2019,Leganes,Eibar,1,2,A
03/11/2019,Granada,Real Sociedad,1,2,A
08/11/2019,Real Sociedad,Leganes,1,1,D
09/11/2019,Alaves,Valladolid,3,0,H
09/11/2019,Valencia,Granada,2,0,H
09/11/2019,Eibar,Real Madrid,0,4,A
09/11/2019,Barcelona,Celta Vigo,4,1,H
10/11/2019,Mallorca,Villarreal,3,1,H
10/11/2019,Athletic Bilbao,Levante,2,1,H
10/11/2019,Atletico Madrid,Espanyol,3,1,H
10/11/2019,Getafe,Osasuna,0,0,D
10/11/2019,Real Betis,Sevilla,1,2,A
22/11/2019,Levante,Mallorca,2,1,H
23/11/2019,Leganes,Barcelona,1,2,A
23/11/2019,Real Betis,Valencia,2,1,H
23/11/2019,Granada,Atletico Madrid,1,1,D
23/11/2019,Real Madrid,Real Sociedad,3,1,H
24/11/2019,Espanyol,Getafe,1,1,D
24/11/2019,Osasuna,Athletic Bilbao,1,2,A
24/11/2019,Eibar,Alaves,0,2,A
24/11/2019,Villarreal,Celta Vigo,1,3,A
24/11/2019,Valladolid,Sevilla,0,1,A
29/11/2019,Celta Vigo,Valladolid,0,0,D
30/11/2019,Alaves,Real Madrid,1,2,A
30/11/2019,Real Sociedad,Eibar,4,1,H
30/11/2019,Mallorca,Real Betis,1,2,A
30/11/2019,Valencia,Villarreal,2,1,H
01/12/2019,Sevilla,Leganes,1,0,H
01/12/2019,Athletic Bilbao,Granada,2,0,H
01/12/2019,Espanyol,Osasuna,2,4,A
01/12/2019,Getafe,Levante,4,0,H
01/12/2019,Atletico Madrid,Barcelona,0,1,A
06/12/2019,Villarreal,Atletico Madrid,0,0,D
07/12/2019,Real Madrid,Espanyol,2,0,H
07/12/2019,Granada,Alaves,3,0,H
07/12/2019,Levante,Valencia,2,4,A
07/12/2019,Barcelona,Mallorca,5,2,H
08/12/2019,Eibar,Getafe,0,1,A
08/12/2019,Real Betis,Athletic Bilbao,3,2,H
08/12/2019,Valladolid,Real Sociedad,0,0,D
08/12/2019,Leganes,Celta Vigo,3,2,H
08/12/2019,Osasuna,Sevilla,1,1,D
13/12/2019,Alaves,Leganes,1,1,D
14/12/2019,Granada,Levante,1,2,A
14/12/2019,Real Sociedad,Barcelona,2,2,D
14/12/2019,Athletic Bilbao,Eibar,0,0,D
14/12/2019,Atletico Madrid,Osasuna,2,0,H
15/12/2019,Getafe,Valladolid,2,0,H
15/12/2019,Celta Vigo,Mallorca,2,2,D
15/12/2019,Espanyol,Real Betis,2,2,D
15/12/2019,Sevilla,Villarreal,1,2,A
15/12/2019,Valencia,Real Madrid,1,1,D
20/12/2019,Eibar,Granada,3,0,H
21/12/2019,Mallorca,Sevilla,0,2,A
21/12/2019,Barcelona,Alaves,4,1,H
21/12/2019,Villarreal,Getafe,1,0,H
21/12/2019,Valladolid,Valencia,1,1,D
22/12/2019,Leganes,Espanyol,2,0,H
22/12/2019,Osasuna,Real Sociedad,3,4,A
22/12/2019,Real Betis,Atletico Madrid,1,2,A
22/12/2019,Levante,Celta Vigo,3,1,H
22/12/2019,Real Madrid,Athletic Bilbao,0,0,D
03/01/2020,Valladolid,Leganes,2,2,D
03/01/2020,Sevilla,Athletic Bilbao,1,1,D
04/01/2020,Valencia,Eibar,1,0,H
04/01/2020,Getafe,Real Madrid,0,3,A
04/01/2020,Atletico Madrid,Levante,2,1,H
04/01/2020,Espanyol,Barcelona,2,2,D
05/01/2020,Granada,Mallorca,1,0,H
05/01/2020,Real Sociedad,Villarreal,1,2,A
05/01/2020,Alaves,Real Betis,1,1,D
05/01/2020,Celta Vigo,Osasuna,1,1,D
17/01/2020,Leganes,Getafe,0,3,A
18/01/2020,Levante,Alaves,0,1,A
18/01/2020,Real Madrid,Sevilla,2,1,H
18/01/2020,Osasuna,Valladolid,0,0,D
18/01/2020,Eibar,Atletico Madrid,2,0,H
19/01/2020,Mallorca,Valencia,4,1,H
19/01/2020,Real Betis,Real Sociedad,3,0,H
19/01/2020,Villarreal,Espanyol,1,2,A
19/01/2020,Athletic Bilbao,Celta Vigo,1,1,D
19/01/2020,Barcelona,Granada,1,0,H
24/01/2020,Osasuna,Levante,2,0,H
25/01/2020,Espanyol,Athletic Bilbao,1,1,D
25/01/2020,Valencia,Barcelona,2,0,H
25/01/2020,Alaves,Villarreal,1,2,A
25/01/2020,Sevilla,Granada,2,0,H
26/01/2020,Atletico Madrid,Leganes,0,0,D
26/01/2020,Celta Vigo,Eibar,0,0,D
26/01/2020,Getafe,Real Betis,1,0,H
26/01/2020,Real Sociedad,Mallorca,3,0,H
26/01/2020,Valladolid,Real Madrid,0,1,A
01/02/2020,Granada,Espanyol,2,1,H
01/02/2020,Real Madrid,Atletico Madrid,1,0,H
01/02/2020,Mallorca,Valladolid,0,1,A
01/02/2020,Valencia,Celta Vigo,1,0,H
02/02/2020,Leganes,Real Sociedad,2,1,H
02/02/2020,Eibar,Real Betis,1,1,D
02/02/2020,Athletic Bilbao,Getafe,0,2,A
02/02/2020,Sevilla,Alaves,1,1,D
02/02/2020,Villarreal,Osasuna,3,1,H
02/02/2020,Barcelona,Levante,2,1,H
07/02/2020,Alaves,Eibar,2,1,H
08/02/2020,Levante,Leganes,2,0,H
08/02/2020,Getafe,Valencia,3,0,H
08/02/2020,Valladolid,Villarreal,1,1,D
08/02/2020,Atletico Madrid,Granada,1,0,H
09/02/2020,Espanyol,Mallorca,1,0,H
09/02/2020,Real Sociedad,Athletic Bilbao,2,1,H
09/02/2020,Osasuna,Real Madrid,1,4,A
09/02/2020,Celta Vigo,Sevilla,2,1,H
09/02/2020,Real Betis,Barcelona,2,3,A
14/02/2020,Valencia,Atletico Madrid,2,2,D
15/02/2020,Mallorca,Alaves,1,0,H
15/02/2020,Barcelona,Getafe,2,1,H
15/02/2020,Villarreal,Levante,2,1,H
15/02/2020,Granada,Valladolid,2,1,H
16/02/2020,Sevilla,Espanyol,2,2,D
16/02/2020,Leganes,Real Betis,0,0,D
16/02/2020,Athletic Bilbao,Osasuna,0,1,A
16/02/2020,Real Madrid,Celta Vigo,2,2,D
10/03/2020,Eibar,Real Sociedad,1,2,A
21/02/2020,Real Betis,Mallorca,3,3,D
22/02/2020,Celta Vigo,Leganes,1,0,H
22/02/2020,Barcelona,Eibar,5,0,H
22/02/2020,Real Sociedad,Valencia,3,0,H
22/02/2020,Levante,Real Madrid,1,0,H
23/02/2020,Osasuna,Granada,0,3,A
23/02/2020,Alaves,Athletic Bilbao,2,1,H
23/02/2020,Valladolid,Espanyol,2,1,H
23/02/2020,Getafe,Sevilla,0,3,A
23/02/2020,Atletico Madrid,Villarreal,3,1,H
28/02/2020,Real Sociedad,Valladolid,1,0,H
29/02/2020,Eibar,Levante,3,0,H
29/02/2020,Valencia,Real Betis,2,1,H
29/02/2020,Leganes,Alaves,1,1,D
29/02/2020,Granada,Celta Vigo,0,0,D
01/03/2020,Sevilla,Osasuna,3,2,H
01/03/2020,Athletic Bilbao,Villarreal,1,0,H
01/03/2020,Espanyol,Atletico Madrid,1,1,D
01/03/2020,Mallorca,Getafe,0,1,A
01/03/2020,Real Madrid,Barcelona,2,0,H
06/03/2020,Alaves,Valencia,1,1,D
07/03/2020,Eibar,Mallorca,1,2,A
07/03/2020,Atletico Madrid,Sevilla,2,2,D
07/03/2020,Barcelona,Real Sociedad,1,0,H
07/03/2020,Getafe,Celta Vigo,0,0,D
08/03/2020,Osasuna,Espanyol,1,0,H
08/03/2020,Valladolid,Athletic Bilbao,1,4,A
08/03/2020,Levante,Granada,1,1,D
08/03/2020,Villarreal,Leganes,1,2,A
08/03/2020,Real Betis,Real Madrid,2,1,H
11/06/2020,Sevilla,Real Betis,2,0,H
12/06/2020,Granada,Getafe,2,1,H
12/06/2020,Valencia,Levante,1,1,D
13/06/2020,Espanyol,Alaves,2,0,H
13/06/2020,Celta Vigo,Villarreal,0,1,A
13/06/2020,Leganes,Valladolid,1,2,A
13/06/2020,Mallorca,Barcelona,0,4,A
14/06/2020,Athletic Bilbao,Atletico Madrid,1,1,D
14/06/2020,Real Madrid,Eibar,3,1,H
14/06/2020,Real Sociedad,Osasuna,1,1,D
15/06/2020,Levante,Sevilla,1,1,D
15/06/2020,Real Betis,Granada,2,2,D
16/06/2020,Getafe,Espanyol,0,0,D
16/06/2020,Villarreal,Mallorca,1,0,H
16/06/2020,Barcelona,Leganes,2,0,H
17/06/2020,Eibar,Athletic Bilbao,2,2,D
17/06/2020,Valladolid,Celta Vigo,0,0,D
17/06/2020,Osasuna,Atletico Madrid,0,5,A
18/06/2020,Alaves,Real Sociedad,2,0,H
18/06/2020,Real Madrid,Valencia,3,0,H
19/06/2020,Granada,Villarreal,0,1,A
19/06/2020,Mallorca,Leganes,1,1,D
19/06/2020,Sevilla,Barcelona,0,0,D
20/06/2020,Espanyol,Levante,1,3,A
20/06/2020,Athletic Bilbao,Real Betis,1,0,H
20/06/2020,Getafe,Eibar,1,1,D
20/06/2020,Atletico Madrid,Valladolid,1,0,H
21/06/2020,Celta Vigo,Alaves,6,0,H
21/06/2020,Valencia,Osasuna,2,0,H
21/06/2020,Real Sociedad,Real Madrid,1,2,A
22/06/2020,Villarreal,Sevilla,2,2,D
22/06/2020,Leganes,Granada,0,0,D
23/06/2020,Levante,Atletico Madrid,0,1,A
23/06/2020,Valladolid,Getafe,1,1,D
23/06/2020,Barcelona,Athletic Bilbao,1,0,H
24/06/2020,Alaves,Osasuna,0,1,A
24/06/2020,Real Sociedad,Celta Vigo,0,1,A
24/06/2020,Real Madrid,Mallorca,2,0,H
25/06/2020,Eibar,Valencia,1,0,H
25/06/2020,Real Betis,Espanyol,1,0,H
26/06/2020,Sevilla,Valladolid,1,1,D
27/06/2020,Athletic Bilbao,Mallorca,3,1,H
27/06/2020,Celta Vigo,Barcelona,2,2,D
27/06/2020,Osasuna,Leganes,2,1,H
27/06/2020,Atletico Madrid,Alaves,2,1,H
28/06/2020,Levante,Real Betis,4,2,H
28/06/2020,Villarreal,Valencia,2,0,H
28/06/2020,Granada,Eibar,1,2,A
28/06/2020,Espanyol,Real Madrid,0,1,A
29/06/2020,Getafe,Real Sociedad,2,1,H
30/06/2020,Mallorca,Celta Vigo,5,1,H
30/06/2020,Leganes,Sevilla,0,3,A
30/06/2020,Barcelona,Atletico Madrid,2,2,D
01/07/2020,Alaves,Granada,0,2,A
01/07/2020,Valencia,Athletic Bilbao,0,2,A
01/07/2020,Real Betis,Villarreal,0,2,A
01/07/2020,Valladolid,Levante,0,0,D
02/07/2020,Eibar,Osasuna,0,2,A
02/07/2020,Real Sociedad,Espanyol,2,1,H
02/07/2020,Real Madrid,Getafe,1,0,H
03/07/2020,Atletico Madrid,Mallorca,3,0,H
04/07/2020,Celta Vigo,Real Betis,1,1,D
04/07/2020,Valladolid,Alaves,1,0,H
04/07/2020,Granada,Valencia,2,2,D
05/07/2020,Athletic Bilbao,Real Madrid,0,1,A
05/07/2020,Espanyol,Leganes,0,1,A
05/07/2020,Osasuna,Getafe,0,0,D
05/07/2020,Villarreal,Barcelona,1,4,A
06/07/2020,Levante,Real Sociedad,1,1,D
06/07/2020,Sevilla,Eibar,1,0,H
07/07/2020,Valencia,Valladolid,2,1,H
07/07/2020,Celta Vigo,Atletico Madrid,1,1,D
08/07/2020,Real Betis,Osasuna,3,0,H
08/07/2020,Getafe,Villarreal,1,3,A
08/07/2020,Barcelona,Espanyol,1,0,H
09/07/2020,Eibar,Leganes,0,0,D
09/07/2020,Mallorca,Levante,2,0,H
09/07/2020,Athletic Bilbao,Sevilla,1,2,A
10/07/2020,Real Sociedad,Granada,2,3,A
10/07/2020,Real Madrid,Alaves,2,0,H
11/07/2020,Osasuna,Celta Vigo,2,1,H
11/07/2020,Valladolid,Barcelona,0,1,A
11/07/2020,Atletico Madrid,Real Betis,1,0,H
12/07/2020,Espanyol,Eibar,0,2,A
12/07/2020,Levante,Athletic Bilbao,1,2,A
12/07/2020,Leganes,Valencia,1,0,H
12/07/2020,Sevilla,Mallorca,2,0,H
13/07/2020,Alaves,Getafe,0,0,D
13/07/2020,Villarreal,Real Sociedad,1,2,A
13/07/2020,Granada,Real Madrid,1,2,A
16/07/2020,Eibar,Valladolid,3,1,H
16/07/2020,Athletic Bilbao,Leganes,0,2,A
16/07/2020,Barcelona,Osasuna,1,2,A
16/07/2020,Real Betis,Alaves,1,2,A
16/07/2020,Celta Vigo,Levante,2,3,A
16/07/2020,Getafe,Atletico Madrid,0,2,A
16/07/2020,Mallorca,Granada,1,2,A
16/07/2020,Real Madrid,Villarreal,2,1,H
16/07/2020,Real Sociedad,Sevilla,0,0,D
16/07/2020,Valencia,Espanyol,1,0,H
19/07/2020,Alaves,Barcelona,0,5,A
19/07/2020,Villarreal,Eibar,4,0,H
19/07/2020,Valladolid,Real Betis,2,0,H
19/07/2020,Atletico Madrid,Real Sociedad,1,1,D
19/07/2020,Espanyol,Celta Vigo,0,0,D
19/07/2020,Granada,Athletic Bilbao,4,0,H
19/07/2020,Leganes,Real Madrid,2,2,D
19/07/2020,Levante,Getafe,1,0,H
19/07/2020,Osasuna,Mallorca,2,2,D
19/07/2020,Sevilla,Valencia,1,0,H
12/09/2020,Eibar,Celta Vigo,0,0,D
12/09/2020,Granada,Athletic Bilbao,2,0,H
12/09/2020,Cadiz,Osasuna,0,2,A
13/09/2020,Alaves,Real Betis,0,1,A
13/09/2020,Valladolid,Real Sociedad,1,1,D
13/09/2020,Villarreal,Huesca,1,1,D
13/09/2020,Valencia,Levante,4,2,H
19/09/2020,Villarreal,Eibar,2,1,H
19/09/2020,Getafe,Osasuna,1,0,H
19/09/2020,Celta Vigo,Valencia,2,1,H
20/09/2020,Huesca,Cadiz,0,2,A
20/09/2020,Real Betis,Valladolid,2,0,H
20/09/2020,Granada,Alaves,2,1,H
20/09/2020,Real Sociedad,Real Madrid,0,0,D
26/09/2020,Alaves,Getafe,0,0,D
26/09/2020,Valencia,Huesca,1,1,D
26/09/2020,Elche,Real Sociedad,0,3,A
26/09/2020,Real Betis,Real Madrid,2,3,A
27/09/2020,Osasuna,Levante,1,3,A
27/09/2020,Eibar,Athletic Bilbao,1,2,A
27/09/2020,Atletico Madrid,Granada,6,1,H
27/09/2020,Valladolid,Celta Vigo,1,1,D
27/09/2020,Cadiz,Sevilla,1,3,A
27/09/2020,Barcelona,Villarreal,4,0,H
29/09/2020,Real Sociedad,Valencia,0,1,A
29/09/2020,Getafe,Real Betis,3,0,H
30/09/2020,Villarreal,Alaves,3,1,H
30/09/2020,Huesca,Atletico Madrid,0,0,D
30/09/2020,Real Madrid,Valladolid,1,0,H
30/09/2020,Eibar,Elche,0,1,A
01/10/2020,Sevilla,Levante,1,0,H
01/10/2020,Athletic Bilbao,Cadiz,0,1,A
01/10/2020,Celta Vigo,Barcelona,0,3,A
03/10/2020,Valladolid,Eibar,1,2,A
03/10/2020,Atletico Madrid,Villarreal,0,0,D
03/10/2020,Real Sociedad,Getafe,3,0,H
03/10/2020,Elche,Huesca,0,0,D
03/10/2020,Valencia,Real Betis,0,2,A
04/10/2020,Osasuna,Celta Vigo,2,0,H
04/10/2020,Alaves,Athletic Bilbao,1,0,H
04/10/2020,Levante,Real Madrid,0,2,A
04/10/2020,Cadiz,Granada,1,1,D
04/10/2020,Barcelona,Sevilla,1,1,D
17/10/2020,Granada,Sevilla,1,0,H
17/10/2020,Celta Vigo,Atletico Madrid,0,2,A
17/10/2020,Real Madrid,Cadiz,0,1,A
17/10/2020,Getafe,Barcelona,1,0,H
18/10/2020,Eibar,Osasuna,0,0,D
18/10/2020,Athletic Bilbao,Levante,2,0,H
18/10/2020,Villarreal,Valencia,2,1,H
18/10/2020,Huesca,Valladolid,2,2,D
18/10/2020,Alaves,Elche,0,2,A
18/10/2020,Real Betis,Real Sociedad,0,3,A
23/10/2020,Elche,Valencia,2,1,H
24/10/2020,Barcelona,Real Madrid,1,3,A
24/10/2020,Osasuna,Athletic Bilbao,1,0,H
24/10/2020,Sevilla,Eibar,0,1,A
24/10/2020,Atletico Madrid,Real Betis,2,0,H
25/10/2020,Valladolid,Alaves,0,2,A
25/10/2020,Cadiz,Villarreal,0,0,D
25/10/2020,Getafe,Granada,0,1,A
25/10/2020,Real Sociedad,Huesca,4,1,H
26/10/2020,Levante,Celta Vigo,1,1,D
30/10/2020,Eibar,Cadiz,0,2,A
31/10/2020,Real Madrid,Huesca,4,1,H
31/10/2020,Athletic Bilbao,Sevilla,2,1,H
31/10/2020,Osasuna,Atletico Madrid,1,3,A
31/10/2020,Alaves,Barcelona,1,1,D
01/11/2020,Real Betis,Elche,3,1,H
01/11/2020,Celta Vigo,Real Sociedad,1,4,A
01/11/2020,Granada,Levante,1,1,D
01/11/2020,Valencia,Getafe,2,2,D
02/11/2020,Villarreal,Valladolid,2,0,H
06/11/2020,Elche,Celta Vigo,1,1,D
07/11/2020,Huesca,Eibar,1,1,D
07/11/2020,Barcelona,Real Betis,5,2,H
07/11/2020,Sevilla,Osasuna,1,0,H
07/11/2020,Atletico Madrid,Cadiz,4,0,H
08/11/2020,Getafe,Villarreal,1,3,A
08/11/2020,Real Sociedad,Granada,2,0,H
08/11/2020,Levante,Alaves,1,1,D
08/11/2020,Valladolid,Athletic Bilbao,2,1,H
08/11/2020,Valencia,Real Madrid,4,1,H
20/11/2020,Osasuna,Huesca,1,1,D
21/11/2020,Levante,Elche,1,1,D
21/11/2020,Villarreal,Real Madrid,1,1,D
21/11/2020,Sevilla,Celta Vigo,4,2,H
21/11/2020,Atletico Madrid,Barcelona,1,0,H
22/11/2020,Eibar,Getafe,0,0,D
22/11/2020,Cadiz,Real Sociedad,0,1,A
22/11/2020,Granada,Valladolid,1,3,A
22/11/2020,Alaves,Valencia,2,2,D
23/11/2020,Athletic Bilbao,Real Betis,4,0,H
27/11/2020,Valladolid,Levante,1,1,D
28/11/2020,Elche,Cadiz,1,1,D
28/11/2020,Valencia,Atletico Madrid,0,1,A
28/11/2020,Huesca,Sevilla,0,1,A
28/11/2020,Real Madrid,Alaves,1,2,A
29/11/2020,Barcelona,Osasuna,4,0,H
29/11/2020,Getafe,Athletic Bilbao,1,1,D
29/11/2020,Celta Vigo,Granada,3,1,H
29/11/2020,Real Sociedad,Villarreal,1,1,D
30/11/2020,Real Betis,Eibar,0,2,A
04/12/2020,Athletic Bilbao,Celta Vigo,0,2,A
05/12/2020,Levante,Getafe,3,0,H
05/12/2020,Sevilla,Real Madrid,0,1,A
05/12/2020,Atletico Madrid,Valladolid,2,0,H
05/12/2020,Cadiz,Barcelona,2,1,H
06/12/2020,Granada,Huesca,3,3,D
06/12/2020,Osasuna,Real Betis,0,2,A
06/12/2020,Villarreal,Elche,0,0,D
06/12/2020,Alaves,Real Sociedad,0,0,D
07/12/2020,Eibar,Valencia,0,0,D
11/12/2020,Valladolid,Osasuna,3,2,H
12/12/2020,Valencia,Athletic Bilbao,2,2,D
12/12/2020,Getafe,Sevilla,0,1,A
12/12/2020,Huesca,Alaves,1,0,H
12/12/2020,Real Madrid,Atletico Madrid,2,0,H
13/12/2020,Real Sociedad,Eibar,1,1,D
13/12/2020,Real Betis,Villarreal,1,1,D
13/12/2020,Elche,Granada,0,1,A
13/12/2020,Barcelona,Levante,1,0,H
14/12/2020,Celta Vigo,Cadiz,4,0,H
15/12/2020,Real Madrid,Athletic Bilbao,3,1,H
16/12/2020,Barcelona,Real Sociedad,2,1,H
18/12/2020,Athletic Bilbao,Huesca,2,0,H
19/12/2020,Atletico Madrid,Elche,3,1,H
19/12/2020,Barcelona,Valencia,2,2,D
19/12/2020,Levante,Real Sociedad,2,1,H
